user_id,event_type,product_id,category,price,event_time,device,location
743,checkout,P105,Beauty,7159,2026-01-01 02:04:00,desktop,Mumbai
564,add_to_cart,P104,Grocery,765,2026-01-01 02:05:00,mobile,Pune
1021,add_to_cart,P101,Grocery,10320,2026-01-01 02:06:00,mobile,Pune
96,add_to_cart,P101,Clothing,10874,2026-01-01 02:07:00,desktop,Bangalore
485,purchase,P104,Electronics,653,2026-01-01 02:08:00,desktop,Pune
231,view,P101,Clothing,13960,2026-01-01 02:09:00,mobile,Pune
749,view,P101,Electronics,7145,2026-01-01 02:10:00,desktop,Pune
1195,view,P102,Beauty,9480,2026-01-01 02:11:00,mobile,Pune
541,checkout,P105,Clothing,249,2026-01-01 02:12:00,mobile,Pune
1060,purchase,P105,Clothing,16473,2026-01-01 02:13:00,mobile,Pune
525,view,P105,Grocery,13443,2026-01-01 02:14:00,mobile,Mumbai
1184,checkout,P103,Clothing,2953,2026-01-01 02:15:00,mobile,Delhi
1110,checkout,P102,Electronics,10228,2026-01-01 02:16:00,mobile,Bangalore
578,view,P105,Clothing,12680,2026-01-01 02:17:00,mobile,Delhi
682,view,P105,Clothing,15354,2026-01-01 02:18:00,desktop,Bangalore
557,add_to_cart,P102,Beauty,2836,2026-01-01 02:19:00,desktop,Delhi
1013,purchase,P101,Electronics,1056,2026-01-01 02:20:00,mobile,Bangalore
646,view,P105,Grocery,11540,2026-01-01 02:21:00,mobile,Pune
796,checkout,P101,Electronics,5280,2026-01-01 02:22:00,mobile,Delhi
1052,view,P105,Beauty,8707,2026-01-01 02:23:00,mobile,Delhi
190,checkout,P104,Electronics,11746,2026-01-01 02:24:00,mobile,Bangalore
633,add_to_cart,P103,Electronics,19129,2026-01-01 02:25:00,mobile,Bangalore
628,add_to_cart,P105,Clothing,14442,2026-01-01 02:26:00,mobile,Mumbai
973,checkout,P104,Clothing,5113,2026-01-01 02:27:00,mobile,Pune
710,checkout,P102,Electronics,184,2026-01-01 02:28:00,mobile,Pune
649,checkout,P104,Electronics,2035,2026-01-01 02:29:00,desktop,Mumbai
318,view,P102,Grocery,9708,2026-01-01 02:30:00,mobile,Bangalore
684,add_to_cart,P105,Beauty,9362,2026-01-01 02:31:00,mobile,Pune
664,view,P102,Clothing,11704,2026-01-01 02:32:00,mobile,Bangalore
1137,add_to_cart,P104,Clothing,9813,2026-01-01 02:33:00,mobile,Pune
442,add_to_cart,P103,Clothing,17985,2026-01-01 02:34:00,mobile,Delhi
564,add_to_cart,P101,Clothing,2573,2026-01-01 02:35:00,desktop,Delhi
1137,add_to_cart,P101,Electronics,835,2026-01-01 02:36:00,mobile,Pune
952,purchase,P103,Electronics,2938,2026-01-01 02:37:00,desktop,Pune
1105,view,P101,Grocery,2662,2026-01-01 02:38:00,mobile,Pune
699,add_to_cart,P105,Clothing,13540,2026-01-01 02:39:00,mobile,Mumbai
113,view,P105,Clothing,4006,2026-01-01 02:40:00,mobile,Pune
2,view,P104,Electronics,1372,2026-01-01 02:41:00,mobile,Mumbai
642,view,P104,Grocery,4936,2026-01-01 02:42:00,mobile,Mumbai
220,purchase,P102,Electronics,1962,2026-01-01 02:43:00,desktop,Delhi
855,checkout,P104,Clothing,4326,2026-01-01 02:44:00,mobile,Pune
385,purchase,P105,Clothing,12710,2026-01-01 02:45:00,mobile,Delhi
1154,purchase,P104,Beauty,9114,2026-01-01 02:46:00,desktop,Delhi
1077,view,P101,Beauty,17026,2026-01-01 02:47:00,mobile,Mumbai
730,view,P102,Beauty,6309,2026-01-01 02:48:00,mobile,Bangalore
247,add_to_cart,P102,Grocery,19249,2026-01-01 02:49:00,mobile,Mumbai
836,add_to_cart,P105,Electronics,10370,2026-01-01 02:50:00,mobile,Delhi
203,add_to_cart,P104,Clothing,17368,2026-01-01 02:51:00,mobile,Mumbai
123,view,P101,Clothing,3749,2026-01-01 02:52:00,mobile,Mumbai
401,add_to_cart,P104,Grocery,14226,2026-01-01 02:53:00,mobile,Mumbai
767,add_to_cart,P103,Clothing,16173,2026-01-01 02:54:00,mobile,Pune
294,view,P104,Clothing,3766,2026-01-01 02:55:00,mobile,Mumbai
280,add_to_cart,P105,Electronics,13457,2026-01-01 02:56:00,mobile,Delhi
884,add_to_cart,P104,Beauty,15548,2026-01-01 02:57:00,mobile,Mumbai
198,add_to_cart,P102,Beauty,10013,2026-01-01 02:58:00,desktop,Pune
982,view,P101,Grocery,8666,2026-01-01 02:59:00,mobile,Delhi
752,checkout,P105,Beauty,15705,2026-01-01 03:00:00,desktop,Mumbai
144,view,P103,Beauty,657,2026-01-01 03:01:00,mobile,Delhi
609,view,P101,Grocery,9572,2026-01-01 03:02:00,mobile,Pune
1148,checkout,P101,Grocery,11715,2026-01-01 03:03:00,mobile,Bangalore
187,add_to_cart,P102,Beauty,6140,2026-01-01 03:04:00,desktop,Pune
464,view,P102,Electronics,13984,2026-01-01 03:05:00,mobile,Pune
660,add_to_cart,P102,Grocery,1228,2026-01-01 03:06:00,desktop,Delhi
764,add_to_cart,P105,Clothing,17844,2026-01-01 03:07:00,desktop,Delhi
955,checkout,P104,Grocery,9392,2026-01-01 03:08:00,mobile,Bangalore
403,checkout,P101,Clothing,5449,2026-01-01 03:09:00,mobile,Bangalore
147,add_to_cart,P104,Grocery,19109,2026-01-01 03:10:00,mobile,Bangalore
1172,add_to_cart,P104,Grocery,12419,2026-01-01 03:11:00,mobile,Pune
864,view,P102,Beauty,9923,2026-01-01 03:12:00,mobile,Pune
489,view,P104,Beauty,157,2026-01-01 03:13:00,desktop,Bangalore
929,add_to_cart,P101,Beauty,8603,2026-01-01 03:14:00,mobile,Bangalore
551,add_to_cart,P101,Electronics,10293,2026-01-01 03:15:00,mobile,Bangalore
338,add_to_cart,P103,Beauty,19221,2026-01-01 03:16:00,mobile,Mumbai
872,view,P105,Beauty,5593,2026-01-01 03:17:00,desktop,Mumbai
641,view,P104,Grocery,3977,2026-01-01 03:18:00,mobile,Bangalore
473,add_to_cart,P105,Grocery,2382,2026-01-01 03:19:00,desktop,Pune
151,view,P105,Electronics,11475,2026-01-01 03:20:00,desktop,Delhi
263,checkout,P105,Clothing,1531,2026-01-01 03:21:00,mobile,Pune
144,view,P105,Grocery,12626,2026-01-01 03:22:00,mobile,Delhi
346,add_to_cart,P101,Grocery,1875,2026-01-01 03:23:00,mobile,Bangalore
624,purchase,P104,Clothing,11451,2026-01-01 03:24:00,mobile,Mumbai
1017,view,P103,Electronics,14739,2026-01-01 03:25:00,desktop,Mumbai
881,add_to_cart,P105,Grocery,4485,2026-01-01 03:26:00,mobile,Delhi
2,view,P103,Beauty,15303,2026-01-01 03:27:00,mobile,Bangalore
897,add_to_cart,P101,Electronics,4074,2026-01-01 03:28:00,mobile,Mumbai
254,add_to_cart,P101,Clothing,6005,2026-01-01 03:29:00,mobile,Bangalore
453,add_to_cart,P102,Clothing,4565,2026-01-01 03:30:00,mobile,Bangalore
1061,add_to_cart,P105,Beauty,19786,2026-01-01 03:31:00,mobile,Delhi
1184,checkout,P102,Beauty,7045,2026-01-01 03:32:00,desktop,Bangalore
1015,view,P103,Beauty,11158,2026-01-01 03:33:00,mobile,Bangalore
9,view,P104,Electronics,12736,2026-01-01 03:34:00,mobile,Delhi
1123,checkout,P102,Clothing,2402,2026-01-01 03:35:00,desktop,Mumbai
816,add_to_cart,P101,Beauty,5066,2026-01-01 03:36:00,desktop,Pune
208,checkout,P105,Beauty,13547,2026-01-01 03:37:00,mobile,Bangalore
1155,add_to_cart,P103,Clothing,18526,2026-01-01 03:38:00,mobile,Delhi
404,checkout,P101,Grocery,14262,2026-01-01 03:39:00,mobile,Mumbai
152,add_to_cart,P104,Electronics,16158,2026-01-01 03:40:00,mobile,Bangalore
54,checkout,P105,Grocery,8814,2026-01-01 03:41:00,desktop,Pune
1144,purchase,P104,Beauty,10999,2026-01-01 03:42:00,mobile,Mumbai
628,add_to_cart,P104,Electronics,3098,2026-01-01 03:43:00,desktop,Delhi
587,view,P105,Grocery,1009,2026-01-01 03:44:00,mobile,Bangalore
104,view,P105,Clothing,12829,2026-01-01 03:45:00,mobile,Delhi
254,view,P104,Beauty,1980,2026-01-01 03:46:00,mobile,Pune
1136,view,P103,Electronics,12597,2026-01-01 03:47:00,mobile,Pune
510,view,P105,Electronics,19044,2026-01-01 03:48:00,mobile,Delhi
99,add_to_cart,P101,Electronics,7627,2026-01-01 03:49:00,mobile,Bangalore
153,add_to_cart,P102,Electronics,5796,2026-01-01 03:50:00,mobile,Delhi
914,add_to_cart,P103,Beauty,3172,2026-01-01 03:51:00,desktop,Mumbai
878,add_to_cart,P105,Beauty,12118,2026-01-01 03:52:00,mobile,Delhi
338,view,P105,Clothing,4576,2026-01-01 03:53:00,desktop,Pune
822,view,P103,Clothing,11167,2026-01-01 03:54:00,mobile,Bangalore
1187,view,P102,Clothing,4589,2026-01-01 03:55:00,desktop,Bangalore
957,add_to_cart,P104,Grocery,16319,2026-01-01 03:56:00,desktop,Pune
161,view,P101,Clothing,14467,2026-01-01 03:57:00,mobile,Pune
801,view,P105,Beauty,6955,2026-01-01 03:58:00,desktop,Mumbai
398,add_to_cart,P102,Grocery,3197,2026-01-01 03:59:00,mobile,Pune
816,checkout,P101,Beauty,11917,2026-01-01 04:00:00,desktop,Pune
1159,view,P103,Grocery,19989,2026-01-01 04:01:00,mobile,Pune
401,add_to_cart,P105,Clothing,1184,2026-01-01 04:02:00,mobile,Bangalore
640,add_to_cart,P104,Clothing,652,2026-01-01 04:03:00,mobile,Pune
1057,checkout,P103,Clothing,1253,2026-01-01 04:04:00,mobile,Delhi
688,purchase,P105,Grocery,18729,2026-01-01 04:05:00,mobile,Delhi
460,view,P102,Beauty,18170,2026-01-01 04:06:00,desktop,Bangalore
955,view,P101,Electronics,17177,2026-01-01 04:07:00,desktop,Mumbai
470,checkout,P101,Beauty,8789,2026-01-01 04:08:00,mobile,Mumbai
1046,add_to_cart,P105,Clothing,13583,2026-01-01 04:09:00,desktop,Bangalore
750,add_to_cart,P103,Grocery,15134,2026-01-01 04:10:00,desktop,Delhi
38,add_to_cart,P104,Grocery,12259,2026-01-01 04:11:00,mobile,Bangalore
230,add_to_cart,P102,Clothing,905,2026-01-01 04:12:00,mobile,Pune
563,purchase,P105,Grocery,1020,2026-01-01 04:13:00,mobile,Bangalore
438,purchase,P102,Clothing,13262,2026-01-01 04:14:00,desktop,Mumbai
27,checkout,P101,Beauty,1543,2026-01-01 04:15:00,desktop,Delhi
226,view,P104,Grocery,7148,2026-01-01 04:16:00,mobile,Mumbai
798,checkout,P102,Electronics,13807,2026-01-01 04:17:00,mobile,Mumbai
284,view,P105,Grocery,18029,2026-01-01 04:18:00,desktop,Delhi
879,view,P104,Clothing,1310,2026-01-01 04:19:00,desktop,Pune
960,checkout,P103,Electronics,16104,2026-01-01 04:20:00,desktop,Delhi
453,view,P105,Clothing,10372,2026-01-01 04:21:00,mobile,Delhi
1020,view,P102,Grocery,6312,2026-01-01 04:22:00,mobile,Bangalore
816,view,P104,Electronics,10440,2026-01-01 04:23:00,mobile,Delhi
659,checkout,P105,Electronics,9800,2026-01-01 04:24:00,mobile,Bangalore
547,add_to_cart,P104,Grocery,17397,2026-01-01 04:25:00,desktop,Mumbai
1073,add_to_cart,P104,Electronics,19264,2026-01-01 04:26:00,mobile,Delhi
17,view,P104,Beauty,8681,2026-01-01 04:27:00,desktop,Pune
1196,checkout,P102,Electronics,13145,2026-01-01 04:28:00,mobile,Bangalore
158,checkout,P105,Electronics,2670,2026-01-01 04:29:00,desktop,Bangalore
477,view,P101,Beauty,2879,2026-01-01 04:30:00,mobile,Pune
1070,add_to_cart,P101,Clothing,18460,2026-01-01 04:31:00,mobile,Bangalore
518,view,P102,Clothing,11728,2026-01-01 04:32:00,mobile,Bangalore
99,purchase,P102,Beauty,17278,2026-01-01 04:33:00,mobile,Pune
1061,add_to_cart,P104,Electronics,1822,2026-01-01 04:34:00,desktop,Mumbai
280,purchase,P105,Grocery,13985,2026-01-01 04:35:00,mobile,Delhi
497,view,P105,Beauty,17382,2026-01-01 04:36:00,mobile,Delhi
302,checkout,P103,Grocery,202,2026-01-01 04:37:00,desktop,Delhi
181,checkout,P103,Clothing,13362,2026-01-01 04:38:00,desktop,Delhi
607,add_to_cart,P101,Beauty,7553,2026-01-01 04:39:00,mobile,Delhi
1123,purchase,P103,Grocery,9739,2026-01-01 04:40:00,desktop,Delhi
700,view,P103,Electronics,12506,2026-01-01 04:41:00,mobile,Bangalore
993,view,P101,Beauty,18516,2026-01-01 04:42:00,mobile,Delhi
1140,add_to_cart,P101,Grocery,12324,2026-01-01 04:43:00,mobile,Bangalore
191,checkout,P103,Beauty,6272,2026-01-01 04:44:00,mobile,Pune
253,add_to_cart,P105,Beauty,11352,2026-01-01 04:45:00,mobile,Mumbai
981,view,P103,Clothing,18018,2026-01-01 04:46:00,mobile,Bangalore
928,add_to_cart,P104,Clothing,7297,2026-01-01 04:47:00,mobile,Mumbai
1185,view,P104,Electronics,13777,2026-01-01 04:48:00,desktop,Pune
128,add_to_cart,P104,Clothing,11139,2026-01-01 04:49:00,mobile,Delhi
18,add_to_cart,P102,Clothing,4670,2026-01-01 04:50:00,desktop,Mumbai
566,checkout,P104,Clothing,6806,2026-01-01 04:51:00,desktop,Mumbai
570,view,P105,Grocery,11755,2026-01-01 04:52:00,mobile,Pune
686,add_to_cart,P102,Beauty,534,2026-01-01 04:53:00,mobile,Pune
626,view,P102,Clothing,15239,2026-01-01 04:54:00,mobile,Pune
854,view,P104,Grocery,9549,2026-01-01 04:55:00,desktop,Bangalore
962,checkout,P103,Beauty,9222,2026-01-01 04:56:00,mobile,Bangalore
155,purchase,P101,Clothing,13703,2026-01-01 04:57:00,mobile,Mumbai
490,view,P103,Clothing,11091,2026-01-01 04:58:00,desktop,Pune
785,checkout,P103,Beauty,13959,2026-01-01 04:59:00,mobile,Mumbai
1128,checkout,P102,Grocery,15671,2026-01-01 05:00:00,mobile,Delhi
246,checkout,P102,Grocery,6561,2026-01-01 05:01:00,mobile,Pune
1063,view,P102,Electronics,6096,2026-01-01 05:02:00,desktop,Bangalore
759,purchase,P105,Beauty,4952,2026-01-01 05:03:00,desktop,Pune
538,view,P105,Electronics,2612,2026-01-01 05:04:00,mobile,Mumbai
921,view,P101,Grocery,15546,2026-01-01 05:05:00,mobile,Bangalore
408,view,P102,Clothing,1363,2026-01-01 05:06:00,desktop,Delhi
525,add_to_cart,P104,Electronics,2847,2026-01-01 05:07:00,desktop,Delhi
828,view,P102,Grocery,15516,2026-01-01 05:08:00,desktop,Mumbai
903,view,P105,Grocery,7380,2026-01-01 05:09:00,mobile,Pune
36,view,P102,Clothing,11074,2026-01-01 05:10:00,desktop,Delhi
685,checkout,P105,Beauty,17577,2026-01-01 05:11:00,mobile,Mumbai
20,checkout,P102,Grocery,11078,2026-01-01 05:12:00,mobile,Bangalore
321,view,P104,Electronics,11107,2026-01-01 05:13:00,desktop,Bangalore
512,checkout,P101,Clothing,3863,2026-01-01 05:14:00,mobile,Mumbai
400,checkout,P104,Beauty,12327,2026-01-01 05:15:00,desktop,Pune
654,checkout,P105,Beauty,13131,2026-01-01 05:16:00,mobile,Pune
972,view,P103,Beauty,10615,2026-01-01 05:17:00,desktop,Pune
471,add_to_cart,P104,Grocery,332,2026-01-01 05:18:00,mobile,Pune
1167,purchase,P102,Beauty,18585,2026-01-01 05:19:00,mobile,Mumbai
1116,add_to_cart,P101,Grocery,12644,2026-01-01 05:20:00,mobile,Mumbai
834,view,P102,Clothing,2128,2026-01-01 05:21:00,mobile,Bangalore
727,add_to_cart,P102,Clothing,18413,2026-01-01 05:22:00,desktop,Bangalore
854,add_to_cart,P104,Beauty,16122,2026-01-01 05:23:00,mobile,Pune
51,add_to_cart,P101,Clothing,9750,2026-01-01 05:24:00,mobile,Delhi
575,view,P103,Electronics,19824,2026-01-01 05:25:00,mobile,Delhi
1149,view,P102,Electronics,18461,2026-01-01 05:26:00,desktop,Bangalore
150,checkout,P101,Grocery,2513,2026-01-01 05:27:00,mobile,Bangalore
314,checkout,P103,Beauty,8126,2026-01-01 05:28:00,mobile,Mumbai
570,view,P102,Grocery,5518,2026-01-01 05:29:00,mobile,Bangalore
305,purchase,P101,Clothing,10052,2026-01-01 05:30:00,desktop,Bangalore
682,view,P104,Beauty,3697,2026-01-01 05:31:00,mobile,Pune
838,add_to_cart,P102,Grocery,17862,2026-01-01 05:32:00,mobile,Delhi
1078,checkout,P102,Beauty,720,2026-01-01 05:33:00,desktop,Delhi
1003,checkout,P101,Beauty,1029,2026-01-01 05:34:00,mobile,Mumbai
444,purchase,P102,Grocery,15555,2026-01-01 05:35:00,mobile,Delhi
613,view,P103,Beauty,15005,2026-01-01 05:36:00,desktop,Pune
993,checkout,P102,Clothing,1074,2026-01-01 05:37:00,mobile,Pune
264,view,P105,Electronics,12779,2026-01-01 05:38:00,mobile,Mumbai
1077,checkout,P103,Electronics,18173,2026-01-01 05:39:00,mobile,Bangalore
1004,checkout,P101,Beauty,4771,2026-01-01 05:40:00,desktop,Bangalore
5,add_to_cart,P103,Electronics,13699,2026-01-01 05:41:00,mobile,Pune
1127,view,P105,Beauty,12910,2026-01-01 05:42:00,mobile,Mumbai
774,checkout,P105,Grocery,9017,2026-01-01 05:43:00,mobile,Pune
877,view,P102,Clothing,8453,2026-01-01 05:44:00,desktop,Delhi
992,view,P102,Electronics,7884,2026-01-01 05:45:00,mobile,Delhi
884,checkout,P104,Grocery,14325,2026-01-01 05:46:00,mobile,Pune
47,add_to_cart,P103,Clothing,758,2026-01-01 05:47:00,mobile,Bangalore
867,checkout,P104,Electronics,2997,2026-01-01 05:48:00,mobile,Delhi
823,view,P105,Electronics,12391,2026-01-01 05:49:00,desktop,Mumbai
936,view,P102,Clothing,19026,2026-01-01 05:50:00,mobile,Bangalore
656,checkout,P102,Grocery,13672,2026-01-01 05:51:00,desktop,Delhi
269,add_to_cart,P102,Grocery,3305,2026-01-01 05:52:00,mobile,Pune
